,algo,timesteps,time_usage,reward_mean,reward_std
0,SAC,50000,556.1434979438782,1830.9018319,505.3480595533763
1,SAC,100000,1141.3105645179749,1997.5654471000003,0.3469468117246259
2,SAC,150000,1731.774994134903,1614.5021269000001,554.4934438636263
3,SAC,200000,2318.214245080948,1999.8354909999998,0.06549781295125254
4,SAC,250000,2903.6536931991577,1999.8752444999998,0.12252769554782054
5,SAC,300000,3496.27503991127,1942.7163491,145.87711948475834
6,SAC,350000,4073.7377326488495,1845.7189521000005,462.4925652331819
7,SAC,400000,4646.883120536804,957.5788673000001,297.72284994327356
8,SAC,450000,5205.168200492859,1968.1838791999999,5.058803411362996
9,SAC,500000,5787.43190574646,1994.8264073000003,1.867636435927333
10,SAC,550000,6368.913764953613,647.7040638000001,211.91641635659334
11,SAC,600000,6926.809538602829,1919.1439579000003,0.550213464553811
12,SAC,650000,7495.654728889465,1936.8352073,0.9015284432848718
13,SAC,700000,8067.154737234116,1063.2233402,542.6307495583021
14,SAC,750000,8619.269658088684,1920.1009568000002,1.588138033503379
15,SAC,800000,9194.029600858688,878.9323998,25.26842028124222
16,SAC,850000,9753.465092420578,408.1856874,22.528414382677234
17,SAC,900000,10300.805513620377,1961.8285733999996,2.0150079997058667
18,SAC,950000,10872.411673545837,1833.1291632,235.48193867881412
19,SAC,1000000,11438.935945510864,1887.8792408999998,282.17245020886276
20,SAC,1050000,12004.38124012947,1960.1162315000001,0.6491032553386533
21,SAC,1100000,12574.736743211746,1868.5317078999997,267.0226876915863
22,SAC,1150000,13152.71468615532,1979.9318222000002,2.4033416563300496
23,SAC,1200000,13724.92082977295,1988.1763985000002,2.3296139038007366
24,SAC,1250000,14304.60291838646,1948.9706381999997,16.67634500944736
25,SAC,1300000,14882.983014822006,1597.1150009,584.880507733758
26,SAC,1350000,15461.544393777847,1925.9976293,18.83558984743794
27,SAC,1400000,16039.397355556488,1814.9703197,21.11146022905462
28,SAC,1450000,16635.03220129013,1905.3269678000001,31.597240597526156
29,SAC,1500000,17218.19923567772,1941.3390917000002,0.7132169916914199
30,SAC,1550000,17795.490347623825,1925.6908849,33.28497637850749
31,SAC,1600000,18370.450848340988,1915.5573092999998,11.677031734617088
32,SAC,1650000,18938.17553806305,1909.7808815000003,46.11900521354079
33,SAC,1700000,19516.76582813263,1988.0735710999998,3.2317216714914543
34,SAC,1750000,20093.81181025505,1997.9379449,4.0382848916466445
35,SAC,1800000,20651.87250852585,1917.7854224999999,4.3950709517333175
36,SAC,1850000,21172.069486141205,1847.7842638999998,5.695836427563036
37,SAC,1900000,21657.830146312714,1923.9075414,0.6756281306948535
38,SAC,1950000,22138.682290315628,1977.6451372000004,1.0669984882608063
39,SAC,2000000,22608.906324386597,1983.2267238999998,16.60430429061904
40,SAC,2050000,23083.223053216934,1959.2270991999999,0.35783004909728666
41,SAC,2100000,23554.980543851852,681.6585296000001,170.62498505501569
42,SAC,2150000,24017.98429775238,1984.0098977000002,1.828658428127862
43,SAC,2200000,24493.740336418152,1782.2048077,1.3490933511355059
44,SAC,2250000,24970.74418735504,1981.2345054000002,0.1462957308811302
45,SAC,2300000,25452.114800930023,1971.7951623000001,1.312346681732374
46,SAC,2350000,25929.431619167328,1937.0966743999998,2.2889022174040603
47,SAC,2400000,26417.176062107086,1999.5703873999998,0.7241541189940076
48,SAC,2450000,26901.644575595856,1950.2450088,5.080776834820116
49,SAC,2500000,27380.657559871674,1992.450324,0.21003962530056225
50,SAC,2550000,27863.979325056076,1973.7451215,0.17682069509888035
51,SAC,2600000,28344.655222654343,1980.1482010999996,9.456845982444502
52,SAC,2650000,28831.2731654644,165.99632430000003,18.57192110835049
53,SAC,2700000,29292.8839263916,1935.8394132999997,0.9189026684139218
54,SAC,2750000,29774.504247188568,1985.7032003,0.7879894556468412
55,SAC,2800000,30256.222081184387,1329.4799514000001,859.8178733447419
56,SAC,2850000,30730.561227321625,1907.284016,8.519970822041467
57,SAC,2900000,31210.549801826477,1991.5507319999997,0.45184852402837367
58,SAC,2950000,31691.535175085068,1970.3415702999998,0.9912625216129959
59,SAC,3000000,32172.352557897568,1977.9906397,0.2231533374700139
60,SAC,3050000,32652.731696128845,1926.8120037,1.0272112148103878
61,SAC,3100000,33131.906908750534,1968.6804504,1.9523704153743255
62,SAC,3150000,33611.237716436386,1946.3903864,8.830409089492845
63,SAC,3200000,34051.82678771019,1876.764212,28.17835574073866
64,SAC,3250000,34460.72441077232,1984.9896426999999,0.9632504898905525
65,SAC,3300000,34864.83180975914,807.9442637,1421.0289063971277
66,SAC,3350000,35265.98877239227,1998.1645244,0.051179891823246816
67,SAC,3400000,35675.970415353775,1974.1821235,4.575104707910776
68,SAC,3450000,36080.77970123291,1894.8778616,2.882236294529688
69,SAC,3500000,36495.528190135956,1971.2020325,1.4592855730153795
70,SAC,3550000,36890.185000658035,1990.3591823,0.17270814717903032
71,SAC,3600000,37292.068794965744,1985.6884797999999,0.29893745210852385
72,SAC,3650000,37694.2757267952,1942.7926330000003,10.666369667832875
73,SAC,3700000,38094.79908132553,1987.4637526,0.9909098453220707
74,SAC,3750000,38494.915133714676,1986.8125258,0.4692805396280101
75,SAC,3800000,38900.990109205246,1977.6826341000003,2.6329739055415775
76,SAC,3850000,39310.18800783157,1985.0656453,1.5077817990969216
77,SAC,3900000,39705.572618722916,1653.4083752,17.12380741743856
78,SAC,3950000,40106.332431316376,1968.5384360000003,5.571200112828463
79,SAC,4000000,40506.09267759323,1967.2088009999995,0.8792835884476549
