,algo,timesteps,time_usage,reward_mean,reward_std
0,PPO,80000,461.26718735694885,-2801.8627884,3.3174638218398407
1,PPO,160000,1041.6315693855286,-1125.4919022999998,14.48725784340537
2,PPO,240000,1623.18563246727,129.9660012,12.787524810581793
3,PPO,320000,2197.506637573242,457.1749007,44.204332896601194
4,PPO,400000,2774.924962043762,761.9589957999999,40.07007142471489
5,PPO,480000,3354.0487384796143,718.6882903999999,59.670439387952875
6,PPO,560000,3931.5094816684723,584.7198986999999,29.168657386691567
7,PPO,640000,4511.791893005371,-1684.8652074999998,1040.6431978288983
8,PPO,720000,5029.915742635727,-634.2221708,769.3471586107156
9,PPO,800000,5595.655712604523,588.7586060000001,85.38375393972132
10,PPO,880000,6175.48632144928,-753.4710222000001,1675.1861235866384
11,PPO,960000,6656.208200216293,778.6087617,82.22958030003751
12,PPO,1040000,7111.681649923325,-1707.9955351,990.1473738789805
13,PPO,1120000,7525.167865276337,-1846.3795880000002,1140.3516005239758
14,PPO,1200000,7940.011611223221,151.12254149999995,47.84999552963648
15,PPO,1280000,8393.782803297043,21.74691950000003,1018.5606461416389
16,PPO,1360000,8846.509078025818,-441.6433062,1145.2445976176712
17,PPO,1440000,9240.904196977615,681.1327266000001,67.17388773575549
18,PPO,1520000,9595.177871227264,-762.3986381999999,123.26958231517435
19,PPO,1600000,9913.701248407364,712.1159819000001,36.583899776080194
20,PPO,1680000,10276.796931505203,-344.82976099999996,224.7383380781709
21,PPO,1760000,10598.92488527298,-926.6552568000001,702.6561611025768
22,PPO,1840000,10929.19195318222,-607.7967338,57.26698480677894
23,PPO,1920000,11247.644963741302,-1592.1788841,1548.2023215851584
24,PPO,2000000,11598.287779092789,-996.5778977999998,1717.2829041185516
25,PPO,2080000,11944.040845394135,-2398.2773699,1754.0091137912157
26,PPO,2160000,12301.116076946259,131.4654292,559.9468045855428
27,PPO,2240000,12652.849147319794,-3.1775976999999953,395.57615642156014
28,PPO,2320000,12982.986650466919,-555.7514258,49.691840200380845
29,PPO,2400000,13306.959211111069,545.0567117,53.10330986049572
30,PPO,2480000,13669.11897110939,-535.5825626,53.845859566881465
31,PPO,2560000,13992.23341870308,-375.5825424,774.518798182394
32,PPO,2640000,14327.924456834793,219.9363789,489.03524446044355
33,PPO,2720000,14674.638374090195,-436.67084880000004,83.82340247915258
34,PPO,2800000,15001.150106191635,299.33261500000003,36.4950234185308
35,PPO,2880000,15354.549485683441,362.1490903,42.30570666547218
36,PPO,2960000,15715.23533153534,-237.7200621,146.4424130113763
37,PPO,3040000,16044.68911075592,5.30052300000001,404.95016226078315
38,PPO,3120000,16351.502009630203,-63.27165600000001,312.0205866113963
39,PPO,3200000,16612.340933799744,413.55998450000004,197.68336495883221
40,PPO,3280000,16885.54409313202,528.0610381,39.29483058141033
41,PPO,3360000,17158.68550300598,-545.8799413,70.93384364449919
42,PPO,3440000,17400.5273065567,-804.5014512999999,732.6574103423968
43,PPO,3520000,17657.481097459793,-795.3224406,568.8292582877624
44,PPO,3600000,17911.942687034607,537.009727,36.48613718699025
45,PPO,3680000,18185.009172201157,555.7731053,72.82864264976331
46,PPO,3760000,18457.018400669098,-191.6196233,154.44658707714285
