,algo,timesteps,time_usage,reward_mean,reward_std
0,TRPO,80000,433.7797348499298,-2987.6512293,0.15828148909457931
1,TRPO,160000,1003.2419202327728,-499.6204309000001,3.087499520401432
2,TRPO,240000,1576.8172194957733,19.7397749,42.5729759169267
3,TRPO,320000,2142.9753675460815,20.571007899999994,51.28263642346203
4,TRPO,400000,2710.764355659485,366.2699694,145.620058940613
5,TRPO,480000,3282.859617948532,227.4656726,33.62732004952983
6,TRPO,560000,3847.5993287563324,-737.6527435999999,963.4197369097772
7,TRPO,640000,4395.276603937149,-863.5332292,577.4550569296451
8,TRPO,720000,4939.581504821777,308.696242,101.61480382443541
9,TRPO,800000,5505.163696527481,300.0845382,60.5194992063322
10,TRPO,880000,6076.075288534164,-487.15056089999996,20.538757944793204
11,TRPO,960000,6593.083290338516,-10.1463689,33.501503891899766
12,TRPO,1040000,7038.248654603958,96.9180898,29.64637726687504
13,TRPO,1120000,7485.069198608398,291.9965212,17.230292520907682
14,TRPO,1200000,7933.815440893173,811.8085632,46.079159728150664
15,TRPO,1280000,8378.058214902878,596.5074723,43.58860846176706
16,TRPO,1360000,8825.757259845734,973.66847,51.5145738863233
17,TRPO,1440000,9236.849811077118,1255.4044122999999,99.99622048923251
18,TRPO,1520000,9585.098660945892,181.10840529999996,797.3327783684044
19,TRPO,1600000,9939.755724430084,1125.2925486,60.88038755984766
20,TRPO,1680000,10296.557539463043,-754.5987827,710.1215842313383
21,TRPO,1760000,10641.382491588593,-468.3874569000001,19.139280839968507
22,TRPO,1840000,10998.2808573246,498.2324254,217.52220908367104
23,TRPO,1920000,11351.271958589554,679.5608303,257.41620375724347
24,TRPO,2000000,11702.16202044487,1446.4716438,88.13079450418712
25,TRPO,2080000,12053.924895048141,1092.0425011000002,188.82673100323575
26,TRPO,2160000,12407.243143320084,1382.9680789,351.4693573685898
27,TRPO,2240000,12765.081778049469,88.64767499999999,38.10906875609243
28,TRPO,2320000,13114.894831180573,1416.2236572000002,780.5442858704945
29,TRPO,2400000,13466.672818183899,1906.3486636000002,149.18399965560886
30,TRPO,2480000,13824.501233577728,26.215864999999962,1191.831063157582
31,TRPO,2560000,14158.474706172943,-1238.441835,895.3237565018976
32,TRPO,2640000,14515.847038030624,232.1178288,302.3454575636891
33,TRPO,2720000,14862.466982841492,2595.8318585999996,168.76005537914568
34,TRPO,2800000,15213.212728500366,2414.3355506000003,91.33695193394165
35,TRPO,2880000,15564.7395966053,-1593.819592,2.9784217162889646
36,TRPO,2960000,15917.90950012207,1189.9602436,1353.7328280554207
37,TRPO,3040000,16267.268672466278,-194.4245866,351.9717363721601
38,TRPO,3120000,16530.94638109207,677.5055104999999,502.8268225661079
39,TRPO,3200000,16797.831911563873,2100.0552261,858.3353674756202
40,TRPO,3280000,17065.122547388077,-981.7021765000002,13.670239815529028
41,TRPO,3360000,17334.71151328087,682.63245,1309.5482216537607
42,TRPO,3440000,17586.961101055145,532.9997182,995.9285430975189
43,TRPO,3520000,17840.80235004425,707.5394005999999,1272.8728062894709
44,TRPO,3600000,18094.155314207077,117.0134118,771.5420072078757
45,TRPO,3680000,18348.86418223381,318.8811052,1802.1824598352891
46,TRPO,3760000,18602.863780736923,1744.8714771999998,1581.1584831427574
47,TRPO,3840000,18872.094475269318,315.1715984,1362.0045996455744
48,TRPO,3920000,19121.519491434097,247.96016330000003,1499.8373087450266
49,TRPO,4000000,19368.67057657242,584.3073916999999,1360.3612721698635
50,TRPO,4080000,19619.910849571228,866.2025678,1295.7467143490633
51,TRPO,4160000,19880.06079864502,-776.1438152000001,93.65851372673669
52,TRPO,4240000,20121.1121737957,-546.0204112,1225.2677442445843
53,TRPO,4320000,20372.272764205933,-1030.824906,233.5840514355252
54,TRPO,4400000,20618.35136294365,-1728.5776332,1278.4341363539197
55,TRPO,4480000,20880.110014915466,-1005.1859777,1067.426269523461
56,TRPO,4560000,21126.998472213745,-1756.8113552999998,883.4118950463771
57,TRPO,4640000,21378.734677553177,-2238.7546299,748.2475213808264
58,TRPO,4720000,21637.40587425232,-1914.2621076999997,873.4024045768431
59,TRPO,4800000,21890.59055185318,-1993.1758371,890.909181316213
60,TRPO,4880000,22146.69543147087,-2840.1715171000005,44.645263621250656
61,TRPO,4960000,22415.216337919235,-2801.1379731,32.86482833450159
62,TRPO,5040000,22685.063797712326,-2810.2135847,37.75694016049971
63,TRPO,5120000,22956.780606985092,-2808.1159989,47.81988850736263
64,TRPO,5200000,23224.897656679153,-2769.2246555,24.8035997068965
65,TRPO,5280000,23495.015411376953,-2834.0833514,59.26329407528489
66,TRPO,5360000,23768.671746492386,-2666.0296839999996,484.6770055922957
67,TRPO,5440000,24035.433024406433,-2841.6383612,52.74769707652498
68,TRPO,5520000,24306.151877880096,-2835.9357056,67.49626360572753
69,TRPO,5600000,24578.448951244354,-2732.8485797000003,193.9385612599114
70,TRPO,5680000,24849.194031476974,-2768.3875560999995,109.7688598222755
71,TRPO,5760000,25114.692479133606,-2713.1964291000004,209.30610523703615
72,TRPO,5840000,25385.6877784729,-2862.7630897999998,361.22706334662576
73,TRPO,5920000,25655.457976579666,-2537.2334161000003,813.8118568622771
74,TRPO,6000000,25921.11181783676,-2119.4582886,644.3586952901238
75,TRPO,6080000,26175.188120365143,-1961.6604049000002,749.6363288232244
76,TRPO,6160000,26433.781807422638,-1774.4224943000002,878.4120047096104
77,TRPO,6240000,26690.546493768692,-1791.5807275,633.3818505552612
78,TRPO,6320000,26950.555448532104,-1163.4812496,518.8026851923349
79,TRPO,6400000,27196.360248088837,-1752.5051241,717.1721454511112
80,TRPO,6480000,27450.26959323883,-1397.4103926,663.4139998071303
81,TRPO,6560000,27701.810358047485,-1356.8891632,568.208529057273
82,TRPO,6640000,27953.590750455856,-1665.3590527000001,541.2348323857506
83,TRPO,6720000,28201.96062350273,-2146.7130857,531.4541651553942
84,TRPO,6800000,28462.258411884308,-2218.6710095000003,736.9347528561708
85,TRPO,6880000,28722.259684562683,-1749.5725442000003,821.2222220622084
86,TRPO,6960000,28973.315762043,-1831.3143813,644.2998545176373
87,TRPO,7040000,29231.65184211731,-1545.8580372000001,590.3402996557614
88,TRPO,7120000,29485.845304727554,-2212.8539197999994,516.393987685608
89,TRPO,7200000,29750.14134168625,-2265.8147596999997,508.629670746017
90,TRPO,7280000,30010.41155409813,-1868.3245617,650.5469483382105
91,TRPO,7360000,30269.197242975235,-2001.8507504000002,761.5979227870367
