,algo,timesteps,time_usage,reward_mean,reward_std
0,DDPG,10000,121.81332325935364,937.7881281,60.70436096681113
1,DDPG,20000,280.3626379966736,1680.1716986,135.7085237887536
2,DDPG,30000,439.43491315841675,1709.8519442000002,761.3865087094731
3,DDPG,40000,599.781706571579,2113.7203116,162.28785040313502
4,DDPG,50000,759.8344914913177,2227.3665859000002,51.29697007795357
5,DDPG,60000,920.2740154266357,2219.5119134,65.80927890386367
6,DDPG,70000,1078.7695751190186,2171.4695708000004,84.57113024127206
7,DDPG,80000,1239.98060131073,2267.5494511999996,87.73481267897506
8,DDPG,90000,1398.4339468479156,2316.7075618000003,109.60182657375893
9,DDPG,100000,1558.929365158081,2780.8770993,150.35543032472083
10,DDPG,110000,1716.203021287918,3163.4726596,132.62536843971859
11,DDPG,120000,1877.9855647087097,3280.6095293,131.11734525730864
12,DDPG,130000,2036.2924947738647,3091.6918316,1357.7663097429556
13,DDPG,140000,2197.117747783661,3813.6280186999998,145.20617939290537
14,DDPG,150000,2356.548116207123,4047.7203302999997,104.49132658019046
15,DDPG,160000,2517.909308195114,4141.8566102,95.12055070861392
16,DDPG,170000,2677.0677456855774,4333.088818900001,105.33031942986088
17,DDPG,180000,2838.8168873786926,4220.5652476000005,137.48685727794557
18,DDPG,190000,2998.2403371334076,3891.7927006000004,169.72084395493277
19,DDPG,200000,3158.887470960617,4335.0966979,71.12750927637495
20,DDPG,210000,3317.3362867832184,3487.4582203,1271.5080420499135
21,DDPG,220000,3477.9221391677856,4393.0011648,99.97221833809674
22,DDPG,230000,3636.3492810726166,4303.4019991,342.8429308017739
23,DDPG,240000,3797.584676504135,4354.3724945,89.04659409449161
24,DDPG,250000,3957.0569162368774,4453.203068499999,115.4715720111729
25,DDPG,260000,4117.332745313644,4506.2388863999995,77.69869446461092
26,DDPG,270000,4277.688210010529,4568.5329444,81.88053173419522
27,DDPG,280000,4438.319022893906,4532.8891531,82.18056832199517
28,DDPG,290000,4598.924027204514,3893.4659237,1289.5354061670396
29,DDPG,300000,4759.323724746704,4545.9300274,84.1168064470866
30,DDPG,310000,4917.183565855026,4638.0143847,109.14133794564887
31,DDPG,320000,5077.209719419479,4398.6849405,210.7195827805006
32,DDPG,330000,5235.06528878212,4585.3952986,89.70292077530418
33,DDPG,340000,5396.358371019363,4596.1718546,75.700220842497
34,DDPG,350000,5553.803491353989,4580.6400177000005,67.09057263013158
35,DDPG,360000,5715.0936024188995,4337.8144901000005,80.02453348265772
36,DDPG,370000,5874.683945178986,4240.183977799999,190.870998486904
37,DDPG,380000,6037.029252290726,4660.823556099999,117.65353606661306
38,DDPG,390000,6194.515426874161,4588.500650399999,109.01919027478854
39,DDPG,400000,6355.391749382019,4488.9726765,62.096768791069785
40,DDPG,410000,6514.883444786072,4545.5854125,49.97687473631124
41,DDPG,420000,6675.256942987442,4262.562731200001,115.03159131273539
42,DDPG,430000,6833.788558244705,4574.704715599999,73.80021189363033
43,DDPG,440000,6993.36198592186,4557.9804083,107.96426241270419
44,DDPG,450000,7152.523899316788,4603.6868648,73.1333843653416
45,DDPG,460000,7311.990598678589,4656.5314271,73.4696462691357
46,DDPG,470000,7472.107906103134,4651.8001931,81.20112150436172
47,DDPG,480000,7632.680091619492,4698.7354459,115.06174164830682
48,DDPG,490000,7791.42566037178,4469.957913699999,98.98296619765618
49,DDPG,500000,7953.558163642883,4095.5288075999997,195.28704389321925
50,DDPG,510000,8113.641779899597,4590.624801399999,53.29519725629941
51,DDPG,520000,8274.39723777771,4609.8255547,115.471290418833
52,DDPG,530000,8430.967736721039,4686.9334135,79.18506028046208
53,DDPG,540000,8592.517099380493,4627.059060199999,68.91163370852034
54,DDPG,550000,8751.465173721313,4666.013580100001,90.23661527868964
55,DDPG,560000,8911.386165380478,4518.810075899999,50.70678243523735
56,DDPG,570000,9061.831078529358,4617.0256291,76.30126450507827
57,DDPG,580000,9205.203796386719,4680.6155582,124.39554891374468
58,DDPG,590000,9344.32839179039,4664.0193876,127.5600930485721
59,DDPG,600000,9484.761873960495,4590.3080335,93.87932956653376
60,DDPG,610000,9623.189275026321,4687.011842299999,85.63745059747912
61,DDPG,620000,9764.2615609169,4746.497988199999,64.14283764372539
62,DDPG,630000,9901.792746543884,4679.0942691,82.72456633781087
63,DDPG,640000,10045.154344797134,4722.0486488,85.58794367070276
64,DDPG,650000,10185.509939193726,4665.0788461,97.00901211789083
65,DDPG,660000,10326.53275179863,4654.3878066,40.57702836210177
66,DDPG,670000,10467.403949975967,4652.730386099999,102.90597918742561
67,DDPG,680000,10607.667814970016,4609.4999824999995,84.16999249352847
68,DDPG,690000,10749.22151684761,4641.4837823,76.75376040177473
69,DDPG,700000,10889.98311161995,4163.3056828,1165.016021194755
70,DDPG,710000,11031.209334850311,4675.0688298000005,79.63124086335375
71,DDPG,720000,11171.203008413315,4685.2085053,52.89666179533659
