,algo,timesteps,time_usage,reward_mean,reward_std
0,PPO,10000,98.60351824760437,-0.1772074,0.3882463933298544
1,PPO,20000,235.430997133255,-0.22332159999999995,0.7091695618599547
2,PPO,30000,371.3508372306824,-0.5863845999999999,0.4773031246960782
3,PPO,40000,506.8915100097656,-0.45199730000000005,0.36970858812287544
4,PPO,50000,643.0257420539856,-0.9413806000000001,0.6881206864860553
5,PPO,60000,780.0205845832825,-0.8097059,0.588131019113505
6,PPO,70000,917.3766844272614,-0.7257768,0.6026383128563599
7,PPO,80000,1053.8290691375732,-0.4268953000000001,0.5576578632261989
8,PPO,90000,1189.7688357830048,-0.8008474,0.3442349472471382
9,PPO,100000,1325.6301803588867,-1.7512075,0.7382345679309862
10,PPO,110000,1462.6820333003998,-1.781382,0.618834473717811
11,PPO,120000,1598.3745467662811,-3.7751962,1.5877036499590091
12,PPO,130000,1734.6109507083893,-4.6562261,1.0081393253127715
13,PPO,140000,1873.029943704605,-6.912742999999999,2.458274782279597
14,PPO,150000,2008.6224527359009,200.1812498,261.5847555253377
15,PPO,160000,2147.3356387615204,514.9679235,95.59644509023421
16,PPO,170000,2281.272336244583,595.1816495999999,75.35210580314599
17,PPO,180000,2418.795950651169,607.5512977000001,105.11566832034491
18,PPO,190000,2553.2783098220825,677.9578585,61.88592431839528
19,PPO,200000,2691.5541546344757,622.4233065999999,296.79829276435265
20,PPO,210000,2828.7056674957275,748.5572523,46.84820777672734
21,PPO,220000,2964.8370327949524,705.0926382,103.47069000727178
22,PPO,230000,3102.430907011032,794.3443106,66.41054113342736
23,PPO,240000,3237.807597875595,815.6243591999998,153.55124228204986
24,PPO,250000,3374.771944999695,860.7615757000001,41.77449585915356
25,PPO,260000,3509.241536617279,884.3317600999999,54.04689384298978
26,PPO,270000,3646.815682411194,873.7849507999999,42.61464727913934
27,PPO,280000,3785.084627866745,851.8389585000001,65.14176684031311
28,PPO,290000,3920.2455286979675,915.659816,39.933093463678006
29,PPO,300000,4057.7805650234222,853.7393921,90.89488424482354
30,PPO,310000,4193.467282533646,850.129294,44.08034494218033
